ID,TYPE,EPOCH,BATCH,PRECISION,RECALL,F1,ACCURACY,LOSS
0,0,1,65,0,0,0,0,tensor(9.7484)
0,0,1,66,0,0,0,0,tensor(8.2773)
0,0,1,67,0,0,0,0,tensor(9.4884)
0,0,1,68,0,0,0,0,tensor(8.3230)
0,0,1,69,0,0,0,0,tensor(7.5676)
0,0,1,70,0,0,0,0,tensor(12.9196)
0,0,1,71,0,0,0,0,tensor(16.2349)
0,0,1,72,0,0,0,0,tensor(8.4575)
0,0,1,73,0,0,0,0,tensor(9.5638)
0,0,1,74,0,0,0,0,tensor(6.2255)
0,0,1,75,0,0,0,0,tensor(8.3222)
0,0,1,76,0,0,0,0,tensor(22.9763)
0,0,1,77,0,0,0,0,tensor(14.1553)
0,0,1,78,0,0,0,0,tensor(8.3491)
0,0,1,79,0,0,0,0,tensor(10.0087)
0,0,1,80,0,0,0,0,tensor(6.9961)
0,0,1,81,0,0,0,0,tensor(10.4373)
0,0,1,82,0,0,0,0,tensor(9.2649)
0,0,1,83,0,0,0,0,tensor(10.4855)
0,0,1,84,0,0,0,0,tensor(10.0484)
0,0,1,85,0,0,0,0,tensor(10.7877)
0,0,1,86,0,0,0,0,tensor(18.2492)
0,0,1,87,0,0,0,0,tensor(7.8209)
0,0,1,88,0,0,0,0,tensor(7.9230)
0,0,1,89,0,0,0,0,tensor(8.0371)
0,0,1,90,0,0,0,0,tensor(10.3774)
0,0,1,91,0,0,0,0,tensor(10.5123)
0,0,1,92,0,0,0,0,tensor(8.2313)
0,0,1,93,0,0,0,0,tensor(7.6365)
0,0,1,94,0,0,0,0,tensor(10.2143)
0,0,1,95,0,0,0,0,tensor(8.9042)
0,0,1,96,0,0,0,0,tensor(10.1259)
0,0,1,97,0,0,0,0,tensor(6.4691)
0,0,1,98,0,0,0,0,tensor(9.4231)
0,0,1,99,0,0,0,0,tensor(9.8749)
0,0,1,100,0,0,0,0,tensor(9.7169)
0,0,1,101,0,0,0,0,tensor(8.7751)
0,0,1,102,0,0,0,0,tensor(8.1568)
0,0,1,103,0,0,0,0,tensor(7.7549)
0,0,1,104,0,0,0,0,tensor(6.2920)
0,0,1,105,0,0,0,0,tensor(10.3296)
0,0,1,106,0,0,0,0,tensor(8.2987)
0,0,1,107,0,0,0,0,tensor(17.5487)
0,0,1,108,0,0,0,0,tensor(8.8201)
0,0,1,109,0,0,0,0,tensor(8.4950)
0,0,1,110,0,0,0,0,tensor(9.6244)
0,0,1,111,0,0,0,0,tensor(10.4550)
0,0,1,112,0,0,0,0,tensor(17.0697)
0,0,1,113,0,0,0,0,tensor(8.8995)
0,0,1,114,0,0,0,0,tensor(8.9432)
0,0,1,115,0,0,0,0,tensor(10.4800)
0,0,1,116,0,0,0,0,tensor(9.5273)
0,0,1,117,0,0,0,0,tensor(8.9255)
0,0,1,118,0,0,0,0,tensor(12.8045)
0,0,1,119,0,0,0,0,tensor(10.8484)
0,0,1,120,0,0,0,0,tensor(7.8722)
0,0,1,121,0,0,0,0,tensor(6.8245)
0,0,1,122,0,0,0,0,tensor(8.5205)
0,0,1,123,0,0,0,0,tensor(9.4807)
0,0,1,124,0,0,0,0,tensor(12.0470)
0,0,1,125,0,0,0,0,tensor(8.9680)
0,0,1,126,0,0,0,0,tensor(11.1829)
0,0,1,127,0,0,0,0,tensor(8.4947)
0,0,1,128,0,0,0,0,tensor(6.5041)
0,0,1,129,0,0,0,0,tensor(6.8048)
0,0,1,130,0,0,0,0,tensor(10.7976)
0,0,1,131,0,0,0,0,tensor(8.1795)
0,0,1,132,0,0,0,0,tensor(7.2213)
0,0,1,133,0,0,0,0,tensor(9.4068)
0,0,1,134,0,0,0,0,tensor(13.7874)
0,0,1,135,0,0,0,0,tensor(8.5792)
0,0,1,136,0,0,0,0,tensor(11.9576)
0,0,1,137,0,0,0,0,tensor(9.3060)
0,0,1,138,0,0,0,0,tensor(9.9524)
0,0,1,139,0,0,0,0,tensor(8.9733)
0,0,1,140,0,0,0,0,tensor(9.2444)
0,0,1,141,0,0,0,0,tensor(9.1188)
0,0,1,142,0,0,0,0,tensor(8.9304)
0,0,1,143,0,0,0,0,tensor(14.0187)
0,0,1,144,0,0,0,0,tensor(10.9399)
0,0,1,145,0,0,0,0,tensor(9.3291)
0,0,1,146,0,0,0,0,tensor(9.8224)
0,0,1,147,0,0,0,0,tensor(8.3316)
0,0,1,148,0,0,0,0,tensor(11.2938)
0,0,1,149,0,0,0,0,tensor(8.2218)
0,0,1,150,0,0,0,0,tensor(9.6944)
0,0,1,151,0,0,0,0,tensor(10.0649)
0,0,1,152,0,0,0,0,tensor(8.0987)
0,0,1,153,0,0,0,0,tensor(9.6741)
0,0,1,154,0,0,0,0,tensor(6.2416)
0,0,1,155,0,0,0,0,tensor(7.3217)
0,0,1,156,0,0,0,0,tensor(9.4500)
0,0,1,157,0,0,0,0,tensor(10.7814)
0,0,1,158,0,0,0,0,tensor(7.7586)
0,0,1,159,0,0,0,0,tensor(9.2316)
0,0,1,160,0,0,0,0,tensor(10.2333)
0,0,1,161,0,0,0,0,tensor(8.9388)
0,0,1,162,0,0,0,0,tensor(7.2600)
0,0,1,163,0,0,0,0,tensor(9.6439)
0,0,1,164,0,0,0,0,tensor(9.7966)
0,0,1,165,0,0,0,0,tensor(8.7138)
0,0,1,166,0,0,0,0,tensor(11.5024)
0,0,1,167,0,0,0,0,tensor(6.6324)
0,0,1,168,0,0,0,0,tensor(11.1270)
0,0,1,169,0,0,0,0,tensor(15.8619)
0,0,1,170,0,0,0,0,tensor(12.5163)
0,0,1,171,0,0,0,0,tensor(8.7186)
0,0,1,172,0,0,0,0,tensor(10.4413)
0,0,1,173,0,0,0,0,tensor(7.4876)
0,0,1,174,0,0,0,0,tensor(10.5417)
0,0,1,175,0,0,0,0,tensor(9.3392)
0,0,1,176,0,0,0,0,tensor(18.1537)
0,0,1,177,0,0,0,0,tensor(7.3804)
0,0,1,178,0,0,0,0,tensor(7.2176)
0,0,1,179,0,0,0,0,tensor(10.8861)
0,0,1,180,0,0,0,0,tensor(7.2300)
0,0,1,181,0,0,0,0,tensor(6.9537)
0,0,1,182,0,0,0,0,tensor(8.0563)
0,0,1,183,0,0,0,0,tensor(9.6622)
0,0,1,184,0,0,0,0,tensor(8.8678)
0,0,1,185,0,0,0,0,tensor(8.3005)
0,0,1,186,0,0,0,0,tensor(8.9869)
0,0,1,187,0,0,0,0,tensor(7.7785)
0,0,1,188,0,0,0,0,tensor(8.2308)
0,0,1,189,0,0,0,0,tensor(8.6227)
0,0,1,190,0,0,0,0,tensor(9.6473)
0,0,1,191,0,0,0,0,tensor(8.0886)
0,0,1,192,0,0,0,0,tensor(8.8331)
0,0,1,193,0,0,0,0,tensor(6.5371)
0,0,1,194,0,0,0,0,tensor(9.4261)
0,0,1,195,0,0,0,0,tensor(8.3772)
0,0,1,196,0,0,0,0,tensor(7.2058)
0,0,1,197,0,0,0,0,tensor(9.8628)
0,0,1,198,0,0,0,0,tensor(7.3505)
0,0,1,199,0,0,0,0,tensor(8.6605)
0,0,1,200,0,0,0,0,tensor(9.1316)
0,0,1,201,0,0,0,0,tensor(7.6133)
0,0,1,202,0,0,0,0,tensor(7.5898)
0,0,1,203,0,0,0,0,tensor(12.0268)
0,0,1,204,0,0,0,0,tensor(7.0184)
0,0,1,205,0,0,0,0,tensor(11.5902)
0,0,1,206,0,0,0,0,tensor(9.7016)
0,0,1,207,0,0,0,0,tensor(6.8818)
0,0,1,208,0,0,0,0,tensor(7.3937)
0,0,1,209,0,0,0,0,tensor(11.8278)
0,0,1,210,0,0,0,0,tensor(9.4774)
0,0,1,211,0,0,0,0,tensor(8.5051)
0,0,1,212,0,0,0,0,tensor(9.8202)
0,0,1,213,0,0,0,0,tensor(10.5568)
0,0,1,214,0,0,0,0,tensor(8.9300)
0,0,1,215,0,0,0,0,tensor(10.7771)
0,0,1,216,0,0,0,0,tensor(10.6413)
0,0,1,217,0,0,0,0,tensor(8.0631)
0,0,1,218,0,0,0,0,tensor(9.0224)
0,0,1,219,0,0,0,0,tensor(5.6666)
0,0,1,220,0,0,0,0,tensor(8.8059)
0,0,1,221,0,0,0,0,tensor(5.4727)
0,0,1,222,0,0,0,0,tensor(9.3572)
0,0,1,223,0,0,0,0,tensor(13.5383)
0,0,1,224,0,0,0,0,tensor(8.4687)
0,0,1,225,0,0,0,0,tensor(8.0259)
0,0,1,226,0,0,0,0,tensor(8.8374)
0,0,1,227,0,0,0,0,tensor(8.9016)
0,0,1,228,0,0,0,0,tensor(8.4267)
0,0,1,229,0,0,0,0,tensor(9.5022)
0,0,1,230,0,0,0,0,tensor(9.2943)
0,0,1,231,0,0,0,0,tensor(9.5461)
0,0,1,232,0,0,0,0,tensor(7.2834)
0,0,1,233,0,0,0,0,tensor(7.4649)
0,0,1,234,0,0,0,0,tensor(11.6886)
0,0,1,235,0,0,0,0,tensor(9.2592)
0,0,1,236,0,0,0,0,tensor(9.6327)
0,0,1,237,0,0,0,0,tensor(7.8630)
0,0,1,238,0,0,0,0,tensor(9.9481)
0,0,1,239,0,0,0,0,tensor(9.0953)
0,0,1,240,0,0,0,0,tensor(9.7526)
0,0,1,241,0,0,0,0,tensor(9.7492)
0,0,1,242,0,0,0,0,tensor(17.4859)
0,0,1,243,0,0,0,0,tensor(6.8745)
0,0,1,244,0,0,0,0,tensor(9.5838)
0,0,1,245,0,0,0,0,tensor(11.9848)
0,0,1,246,0,0,0,0,tensor(7.3381)
0,0,1,247,0,0,0,0,tensor(7.2743)
0,0,1,248,0,0,0,0,tensor(9.6307)
0,0,1,249,0,0,0,0,tensor(10.2172)
0,0,1,250,0,0,0,0,tensor(9.2509)
0,0,1,251,0,0,0,0,tensor(7.2374)
0,0,1,252,0,0,0,0,tensor(8.5151)
0,0,1,253,0,0,0,0,tensor(10.3965)
0,0,1,254,0,0,0,0,tensor(12.0548)
0,0,1,255,0,0,0,0,tensor(9.7174)
0,0,1,256,0,0,0,0,tensor(10.8658)
0,0,1,257,0,0,0,0,tensor(9.0978)
0,0,1,258,0,0,0,0,tensor(9.3340)
0,0,1,259,0,0,0,0,tensor(8.5095)
0,0,1,260,0,0,0,0,tensor(9.7814)
0,0,1,261,0,0,0,0,tensor(8.2233)
0,0,1,262,0,0,0,0,tensor(9.0491)
0,0,1,263,0,0,0,0,tensor(10.8824)
0,0,1,264,0,0,0,0,tensor(10.2877)
0,0,1,265,0,0,0,0,tensor(10.7157)
0,0,1,266,0,0,0,0,tensor(8.7070)
0,0,1,267,0,0,0,0,tensor(9.7225)
0,0,1,268,0,0,0,0,tensor(5.2816)
0,0,1,269,0,0,0,0,tensor(7.7519)
0,0,1,270,0,0,0,0,tensor(8.1435)
0,0,1,271,0,0,0,0,tensor(8.6685)
0,0,1,272,0,0,0,0,tensor(11.5832)
0,0,1,273,0,0,0,0,tensor(8.7062)
0,0,1,274,0,0,0,0,tensor(10.2593)
0,0,1,275,0,0,0,0,tensor(9.1133)
0,0,1,276,0,0,0,0,tensor(8.1006)
0,0,1,277,0,0,0,0,tensor(17.1250)
0,0,1,278,0,0,0,0,tensor(8.9060)
0,0,1,279,0,0,0,0,tensor(9.2551)
0,0,1,280,0,0,0,0,tensor(8.4850)
0,0,1,281,0,0,0,0,tensor(6.4539)
0,0,1,282,0,0,0,0,tensor(8.3261)
0,0,1,283,0,0,0,0,tensor(9.3523)
0,0,1,284,0,0,0,0,tensor(10.3535)
0,0,1,285,0,0,0,0,tensor(12.5043)
0,0,1,286,0,0,0,0,tensor(13.4245)
0,0,1,287,0,0,0,0,tensor(11.1042)
0,0,1,288,0,0,0,0,tensor(8.6932)
0,0,1,289,0,0,0,0,tensor(7.1045)
0,0,1,290,0,0,0,0,tensor(7.9680)
0,0,1,291,0,0,0,0,tensor(5.9202)
0,0,1,292,0,0,0,0,tensor(9.3127)
0,0,1,293,0,0,0,0,tensor(7.9427)
0,0,1,294,0,0,0,0,tensor(11.0669)
0,0,1,295,0,0,0,0,tensor(8.7439)
0,0,1,296,0,0,0,0,tensor(6.6328)
0,0,1,297,0,0,0,0,tensor(11.7070)
0,0,1,298,0,0,0,0,tensor(15.0087)
0,0,1,299,0,0,0,0,tensor(9.3987)
0,0,1,300,0,0,0,0,tensor(9.4932)
0,0,1,301,0,0,0,0,tensor(11.0429)
0,0,1,302,0,0,0,0,tensor(10.1315)
0,0,1,303,0,0,0,0,tensor(8.8098)
0,0,1,304,0,0,0,0,tensor(10.3686)
0,0,1,305,0,0,0,0,tensor(10.5051)
0,0,1,306,0,0,0,0,tensor(9.3948)
0,0,1,307,0,0,0,0,tensor(7.6751)
0,0,1,308,0,0,0,0,tensor(8.4189)
0,0,1,309,0,0,0,0,tensor(10.8737)
0,0,1,310,0,0,0,0,tensor(9.0671)
0,0,1,311,0,0,0,0,tensor(9.0018)
0,0,1,312,0,0,0,0,tensor(8.6342)
0,0,1,313,0,0,0,0,tensor(12.3150)
0,0,1,314,0,0,0,0,tensor(8.2517)
0,0,1,315,0,0,0,0,tensor(13.6581)
0,0,1,316,0,0,0,0,tensor(8.4585)
0,0,1,317,0,0,0,0,tensor(8.8224)
0,0,1,318,0,0,0,0,tensor(10.8233)
0,0,1,319,0,0,0,0,tensor(8.5892)
0,0,1,320,0,0,0,0,tensor(6.6026)
0,0,1,321,0,0,0,0,tensor(11.1431)
0,0,1,322,0,0,0,0,tensor(8.3762)
0,0,1,323,0,0,0,0,tensor(8.4810)
0,0,1,324,0,0,0,0,tensor(9.6988)
0,0,1,325,0,0,0,0,tensor(7.8963)
0,0,1,326,0,0,0,0,tensor(8.0843)
0,0,1,327,0,0,0,0,tensor(9.8473)
0,0,1,328,0,0,0,0,tensor(8.1046)
0,0,1,329,0,0,0,0,tensor(8.6617)
0,0,1,330,0,0,0,0,tensor(7.9616)
0,0,1,331,0,0,0,0,tensor(6.9635)
0,0,1,332,0,0,0,0,tensor(9.3255)
0,0,1,333,0,0,0,0,tensor(8.2977)
0,0,1,334,0,0,0,0,tensor(7.7701)
0,0,1,335,0,0,0,0,tensor(8.1945)
0,0,1,336,0,0,0,0,tensor(10.4331)
0,0,1,337,0,0,0,0,tensor(11.8408)
0,0,1,338,0,0,0,0,tensor(8.6412)
0,0,1,339,0,0,0,0,tensor(8.0953)
0,0,1,340,0,0,0,0,tensor(11.9136)
0,0,1,341,0,0,0,0,tensor(8.7075)
0,0,1,342,0,0,0,0,tensor(9.4158)
0,0,1,343,0,0,0,0,tensor(8.7890)
0,0,1,344,0,0,0,0,tensor(8.8258)
0,0,1,345,0,0,0,0,tensor(9.3869)
0,0,1,346,0,0,0,0,tensor(9.1004)
0,0,1,347,0,0,0,0,tensor(8.8521)
0,0,1,348,0,0,0,0,tensor(9.2907)
0,0,1,349,0,0,0,0,tensor(10.9858)
0,0,1,350,0,0,0,0,tensor(9.3534)
0,0,1,351,0,0,0,0,tensor(7.4024)
0,0,1,352,0,0,0,0,tensor(8.1643)
0,0,1,353,0,0,0,0,tensor(22.4016)
0,0,1,354,0,0,0,0,tensor(9.5124)
0,0,1,355,0,0,0,0,tensor(6.7872)
0,0,1,356,0,0,0,0,tensor(9.2417)
0,0,1,357,0,0,0,0,tensor(8.6627)
0,0,1,358,0,0,0,0,tensor(9.6697)
0,0,1,359,0,0,0,0,tensor(9.6001)
0,0,1,360,0,0,0,0,tensor(6.2903)
0,0,1,361,0,0,0,0,tensor(7.1166)
0,0,1,362,0,0,0,0,tensor(11.4952)
0,0,1,363,0,0,0,0,tensor(8.6344)
0,0,1,364,0,0,0,0,tensor(8.3374)
0,0,1,365,0,0,0,0,tensor(11.6690)
0,0,1,366,0,0,0,0,tensor(8.3856)
0,0,1,367,0,0,0,0,tensor(12.1097)
0,0,1,368,0,0,0,0,tensor(8.5390)
0,0,1,369,0,0,0,0,tensor(9.4015)
0,0,1,370,0,0,0,0,tensor(7.5256)
0,0,1,371,0,0,0,0,tensor(8.9083)
0,0,1,372,0,0,0,0,tensor(6.2813)
0,0,1,373,0,0,0,0,tensor(7.6486)
0,0,1,374,0,0,0,0,tensor(10.1675)
0,0,1,375,0,0,0,0,tensor(10.6657)
0,0,1,376,0,0,0,0,tensor(5.8343)
0,0,1,377,0,0,0,0,tensor(8.0895)
0,0,1,378,0,0,0,0,tensor(8.6523)
0,0,1,379,0,0,0,0,tensor(12.5068)
0,0,1,380,0,0,0,0,tensor(8.5266)
0,0,1,381,0,0,0,0,tensor(6.8526)
0,0,1,382,0,0,0,0,tensor(13.6906)
0,0,1,383,0,0,0,0,tensor(8.7020)
0,0,1,384,0,0,0,0,tensor(9.2882)
0,0,1,385,0,0,0,0,tensor(9.2404)
0,0,1,386,0,0,0,0,tensor(7.7324)
0,0,1,387,0,0,0,0,tensor(7.1389)
0,0,1,388,0,0,0,0,tensor(12.3468)
0,0,1,389,0,0,0,0,tensor(22.4818)
0,0,1,390,0,0,0,0,tensor(18.0846)
0,0,1,391,0,0,0,0,tensor(6.7809)
0,0,1,392,0,0,0,0,tensor(9.1379)
0,0,1,393,0,0,0,0,tensor(9.4778)
0,0,1,394,0,0,0,0,tensor(10.1551)
0,0,1,395,0,0,0,0,tensor(7.5276)
0,0,1,396,0,0,0,0,tensor(8.2130)
0,0,1,397,0,0,0,0,tensor(5.7793)
0,0,1,398,0,0,0,0,tensor(7.6395)
0,0,1,399,0,0,0,0,tensor(10.5535)
0,0,1,400,0,0,0,0,tensor(9.7222)
0,0,1,401,0,0,0,0,tensor(10.4954)
0,0,1,402,0,0,0,0,tensor(9.9967)
0,0,1,403,0,0,0,0,tensor(8.2403)
0,0,1,404,0,0,0,0,tensor(8.3718)
0,0,1,405,0,0,0,0,tensor(9.8756)
0,0,1,406,0,0,0,0,tensor(7.8264)
0,0,1,407,0,0,0,0,tensor(9.3042)
0,0,1,408,0,0,0,0,tensor(9.0377)
0,0,1,409,0,0,0,0,tensor(8.1484)
0,0,1,410,0,0,0,0,tensor(43.2327)
0,0,1,411,0,0,0,0,tensor(9.6992)
0,0,1,412,0,0,0,0,tensor(23.2649)
0,0,1,413,0,0,0,0,tensor(11.6399)
0,0,1,414,0,0,0,0,tensor(8.5505)
0,0,1,415,0,0,0,0,tensor(9.6903)
0,0,1,416,0,0,0,0,tensor(8.8550)
0,0,1,417,0,0,0,0,tensor(8.0295)
0,0,1,418,0,0,0,0,tensor(8.1677)
0,0,1,419,0,0,0,0,tensor(6.2786)
0,0,1,420,0,0,0,0,tensor(8.2810)
0,0,1,421,0,0,0,0,tensor(8.6330)
0,0,1,422,0,0,0,0,tensor(11.3906)
0,0,1,423,0,0,0,0,tensor(6.5952)
0,0,1,424,0,0,0,0,tensor(6.9463)
0,0,1,425,0,0,0,0,tensor(9.8492)
0,0,1,426,0,0,0,0,tensor(10.1423)
0,0,1,427,0,0,0,0,tensor(7.3017)
0,0,1,428,0,0,0,0,tensor(8.2068)
0,0,1,429,0,0,0,0,tensor(9.3965)
0,0,1,430,0,0,0,0,tensor(8.3163)
0,0,1,431,0,0,0,0,tensor(8.4214)
0,0,1,432,0,0,0,0,tensor(9.7223)
0,0,1,433,0,0,0,0,tensor(8.2407)
0,0,1,434,0,0,0,0,tensor(7.9594)
0,0,1,435,0,0,0,0,tensor(6.7847)
0,0,1,436,0,0,0,0,tensor(10.0920)
0,0,1,437,0,0,0,0,tensor(9.1411)
0,0,1,438,0,0,0,0,tensor(8.7230)
0,0,1,439,0,0,0,0,tensor(9.6631)
0,0,1,440,0,0,0,0,tensor(8.7337)
0,0,1,441,0,0,0,0,tensor(9.8238)
0,0,1,442,0,0,0,0,tensor(8.9118)
0,0,1,443,0,0,0,0,tensor(8.6528)
0,0,1,444,0,0,0,0,tensor(11.5463)
0,0,1,445,0,0,0,0,tensor(9.0647)
0,0,1,446,0,0,0,0,tensor(7.5844)
0,0,1,447,0,0,0,0,tensor(6.5121)
0,0,1,448,0,0,0,0,tensor(8.8669)
0,0,1,449,0,0,0,0,tensor(9.8154)
0,0,1,450,0,0,0,0,tensor(9.8240)
0,0,1,451,0,0,0,0,tensor(8.9033)
0,0,1,452,0,0,0,0,tensor(12.5171)
0,0,1,453,0,0,0,0,tensor(8.6167)
0,0,1,454,0,0,0,0,tensor(8.9611)
0,0,1,455,0,0,0,0,tensor(11.0872)
0,0,1,456,0,0,0,0,tensor(10.7952)
0,0,1,457,0,0,0,0,tensor(9.1441)
0,0,1,458,0,0,0,0,tensor(10.4448)
0,0,1,459,0,0,0,0,tensor(12.9201)
0,0,1,460,0,0,0,0,tensor(11.0820)
0,0,1,461,0,0,0,0,tensor(7.3874)
0,0,1,462,0,0,0,0,tensor(7.2584)
0,0,1,463,0,0,0,0,tensor(8.0627)
0,0,1,464,0,0,0,0,tensor(9.6608)
0,0,1,465,0,0,0,0,tensor(15.1873)
0,0,1,466,0,0,0,0,tensor(9.0418)
0,0,1,467,0,0,0,0,tensor(9.4509)
0,0,1,468,0,0,0,0,tensor(12.2500)
0,0,1,469,0,0,0,0,tensor(11.3525)
0,0,1,470,0,0,0,0,tensor(8.7208)
0,0,1,471,0,0,0,0,tensor(10.2750)
0,0,1,472,0,0,0,0,tensor(9.3904)
0,0,1,473,0,0,0,0,tensor(10.3172)
0,0,1,474,0,0,0,0,tensor(8.5898)
0,0,1,475,0,0,0,0,tensor(8.8934)
0,0,1,476,0,0,0,0,tensor(9.5659)
0,0,1,477,0,0,0,0,tensor(7.0021)
0,0,1,478,0,0,0,0,tensor(8.9543)
0,0,1,479,0,0,0,0,tensor(8.9440)
0,0,1,480,0,0,0,0,tensor(7.0942)
0,0,1,481,0,0,0,0,tensor(7.8973)
0,0,1,482,0,0,0,0,tensor(7.3971)
0,0,1,483,0,0,0,0,tensor(9.5316)
0,0,1,484,0,0,0,0,tensor(9.1921)
0,0,1,485,0,0,0,0,tensor(7.4279)
0,0,1,486,0,0,0,0,tensor(8.5905)
0,0,1,487,0,0,0,0,tensor(9.9897)
0,0,1,488,0,0,0,0,tensor(8.7977)
0,0,1,489,0,0,0,0,tensor(9.3333)
0,0,1,490,0,0,0,0,tensor(9.7730)
0,0,1,491,0,0,0,0,tensor(7.7236)
0,0,1,492,0,0,0,0,tensor(8.6829)
0,0,1,493,0,0,0,0,tensor(8.2521)
0,0,1,494,0,0,0,0,tensor(9.5228)
0,0,1,495,0,0,0,0,tensor(7.7450)
0,0,1,496,0,0,0,0,tensor(8.7816)
0,0,1,497,0,0,0,0,tensor(9.8572)
0,0,1,498,0,0,0,0,tensor(7.7157)
0,0,1,499,0,0,0,0,tensor(10.2995)
0,0,1,500,0,0,0,0,tensor(9.3928)
0,0,1,501,0,0,0,0,tensor(9.1256)
0,0,1,502,0,0,0,0,tensor(7.2139)
0,0,1,503,0,0,0,0,tensor(13.7650)
0,0,1,504,0,0,0,0,tensor(10.5147)
0,0,1,505,0,0,0,0,tensor(7.0487)
0,0,1,506,0,0,0,0,tensor(7.0553)
0,0,1,507,0,0,0,0,tensor(9.2304)
0,0,1,508,0,0,0,0,tensor(9.8883)
0,0,1,509,0,0,0,0,tensor(11.0879)
0,0,1,510,0,0,0,0,tensor(7.7073)
0,0,1,511,0,0,0,0,tensor(7.8320)
0,0,1,512,0,0,0,0,tensor(8.4126)
0,0,1,513,0,0,0,0,tensor(10.7452)
0,0,1,514,0,0,0,0,tensor(8.0704)
0,0,1,515,0,0,0,0,tensor(7.3531)
0,0,1,516,0,0,0,0,tensor(10.0601)
0,0,1,517,0,0,0,0,tensor(9.0536)
0,0,1,518,0,0,0,0,tensor(9.2727)
0,0,1,519,0,0,0,0,tensor(10.1639)
0,0,1,520,0,0,0,0,tensor(6.9355)
0,0,1,521,0,0,0,0,tensor(6.1694)
0,0,1,522,0,0,0,0,tensor(9.0850)
0,0,1,523,0,0,0,0,tensor(11.7364)
0,0,1,524,0,0,0,0,tensor(7.5810)
0,0,1,525,0,0,0,0,tensor(9.0078)
0,0,1,526,0,0,0,0,tensor(7.8322)
0,0,1,527,0,0,0,0,tensor(9.1766)
0,0,1,528,0,0,0,0,tensor(7.6469)
0,0,1,529,0,0,0,0,tensor(10.7073)
0,0,1,530,0,0,0,0,tensor(7.4979)
0,0,1,531,0,0,0,0,tensor(13.0045)
0,0,1,532,0,0,0,0,tensor(9.1537)
0,0,1,533,0,0,0,0,tensor(12.1338)
0,0,1,534,0,0,0,0,tensor(8.4764)
0,0,1,535,0,0,0,0,tensor(9.8898)
